Humidity_A,Data Month,Time,Pressure
66.400955,200209,1030838400,1000.0
68.27385,200210,1033430400,1000.0
68.42845,200211,1036108800,1000.0
68.59291,200212,1038700800,1000.0
65.20275,200301,1041379200,1000.0
63.756,200302,1044057600,1000.0
60.32128,200303,1046476800,1000.0
62.374542,200304,1049155200,1000.0
63.891624,200305,1051747200,1000.0
65.61369,200306,1054425600,1000.0
65.02267,200307,1057017600,1000.0
63.159775,200308,1059696000,1000.0
65.892525,200309,1062374400,1000.0
68.30234,200310,1064966400,1000.0
69.02267,200311,1067644800,1000.0
67.508156,200312,1070236800,1000.0
65.73727,200401,1072915200,1000.0
64.67798,200402,1075593600,1000.0
61.533817,200403,1078099200,1000.0
61.572292,200404,1080777600,1000.0
67.378174,200405,1083369600,1000.0
66.617676,200406,1086048000,1000.0
65.83862,200407,1088640000,1000.0
65.86781,200408,1091318400,1000.0
66.23435,200409,1093996800,1000.0
68.79363,200410,1096588800,1000.0
66.8865,200411,1099267200,1000.0
67.26992,200412,1101859200,1000.0
63.81368,200501,1104537600,1000.0
60.97408,200502,1107216000,1000.0
66.053856,200503,1109635200,1000.0
63.689793,200504,1112313600,1000.0
67.602264,200505,1114905600,1000.0
70.869156,200506,1117584000,1000.0
67.08551,200507,1120176000,1000.0
67.20125,200508,1122854400,1000.0
67.719025,200509,1125532800,1000.0
67.40565,200510,1128124800,1000.0
68.51502,200511,1130803200,1000.0
67.1168,200512,1133395200,1000.0
68.400856,200601,1136073600,1000.0
64.68622,200602,1138752000,1000.0
61.993305,200603,1141171200,1000.0
62.861004,200604,1143849600,1000.0
63.742466,200605,1146441600,1000.0
66.50357,200606,1149120000,1000.0
67.39676,200607,1151712000,1000.0
66.89303,200608,1154390400,1000.0
67.82833,200609,1157068800,1000.0
68.985634,200610,1159660800,1000.0
68.62788,200611,1162339200,1000.0
72.22019,200612,1164931200,1000.0
64.61786,200701,1167609600,1000.0
63.452026,200702,1170288000,1000.0
64.894005,200703,1172707200,1000.0
64.88989,200704,1175385600,1000.0
67.3825,200705,1177977600,1000.0
66.18032,200706,1180656000,1000.0
67.06488,200707,1183248000,1000.0
67.551765,200708,1185926400,1000.0
67.82831,200709,1188604800,1000.0
67.550674,200710,1191196800,1000.0
66.34629,200711,1193875200,1000.0
65.33566,200712,1196467200,1000.0
65.160034,200801,1199145600,1000.0
62.516613,200802,1201824000,1000.0
61.346317,200803,1204329600,1000.0
64.59012,200804,1207008000,1000.0
63.190006,200805,1209600000,1000.0
65.49503,200806,1212278400,1000.0
65.26811,200807,1214870400,1000.0
67.888885,200808,1217548800,1000.0
67.310234,200809,1220227200,1000.0
68.94755,200810,1222819200,1000.0
66.25877,200811,1225497600,1000.0
67.11084,200812,1228089600,1000.0
63.180614,200901,1230768000,1000.0
64.750015,200902,1233446400,1000.0
61.466938,200903,1235865600,1000.0
62.775112,200904,1238544000,1000.0
68.85656,200905,1241136000,1000.0
67.28387,200906,1243814400,1000.0
65.89587,200907,1246406400,1000.0
68.115906,200908,1249084800,1000.0
67.59216,200909,1251763200,1000.0
68.61516,200910,1254355200,1000.0
69.1699,200911,1257033600,1000.0
66.51323,200912,1259625600,1000.0
66.54359,201001,1262304000,1000.0
68.12154,201002,1264982400,1000.0
65.569435,201003,1267401600,1000.0
67.42637,201004,1270080000,1000.0
67.44405,201005,1272672000,1000.0
67.94691,201006,1275350400,1000.0
68.56899,201007,1277942400,1000.0
66.990036,201008,1280620800,1000.0
67.99566,201009,1283299200,1000.0
68.47901,201010,1285891200,1000.0
68.101845,201011,1288569600,1000.0
66.64643,201012,1291161600,1000.0
67.12121,201101,1293840000,1000.0
64.871284,201102,1296518400,1000.0
59.223278,201103,1298937600,1000.0
62.53297,201104,1301616000,1000.0
66.318054,201105,1304208000,1000.0
66.53317,201106,1306886400,1000.0
68.41127,201107,1309478400,1000.0
67.84905,201108,1312156800,1000.0
68.3361,201109,1314835200,1000.0
68.420265,201110,1317427200,1000.0
68.717186,201111,1320105600,1000.0
66.30819,201112,1322697600,1000.0
64.81232,201201,1325376000,1000.0
67.57407,201202,1328054400,1000.0
64.352875,201203,1330560000,1000.0
64.96214,201204,1333238400,1000.0
66.75533,201205,1335830400,1000.0
66.634285,201206,1338508800,1000.0
64.72676,201207,1341100800,1000.0
67.263115,201208,1343779200,1000.0
67.244255,201209,1346457600,1000.0
67.32919,201210,1349049600,1000.0
66.73089,201211,1351728000,1000.0
66.284775,201212,1354320000,1000.0
66.156494,201301,1356998400,1000.0
63.55835,201302,1359676800,1000.0
65.13332,201303,1362096000,1000.0
65.90214,201304,1364774400,1000.0
64.07777,201305,1367366400,1000.0
68.00012,201306,1370044800,1000.0
66.98847,201307,1372636800,1000.0
67.50488,201308,1375315200,1000.0
68.73999,201309,1377993600,1000.0
69.27344,201310,1380585600,1000.0
70.638916,201311,1383264000,1000.0
67.75462,201312,1385856000,1000.0
66.18983,201401,1388534400,1000.0
62.87817,201402,1391212800,1000.0
66.04003,201403,1393632000,1000.0
63.499767,201404,1396310400,1000.0
68.16557,201405,1398902400,1000.0
66.489494,201406,1401580800,1000.0
67.52794,201407,1404172800,1000.0
67.58451,201408,1406851200,1000.0
68.78305,201409,1409529600,1000.0
69.5775,201410,1412121600,1000.0
70.70214,201411,1414800000,1000.0
67.75044,201412,1417392000,1000.0
64.01273,201501,1420070400,1000.0
63.14044,201502,1422748800,1000.0
61.204765,201503,1425168000,1000.0
63.37955,201504,1427846400,1000.0
66.6624,201505,1430438400,1000.0
66.9378,201506,1433116800,1000.0
65.69335,201507,1435708800,1000.0
64.97602,201508,1438387200,1000.0
67.77079,201509,1441065600,1000.0
70.08606,201510,1443657600,1000.0
71.679794,201511,1446336000,1000.0
69.95715,201512,1448928000,1000.0
69.2824,201601,1451606400,1000.0
64.027466,201602,1454284800,1000.0
68.110245,201603,1456790400,1000.0
64.669014,201604,1459468800,1000.0
65.462204,201605,1462060800,1000.0
67.794136,201606,1464739200,1000.0
66.78424,201607,1467331200,1000.0
68.00602,201608,1470009600,1000.0
68.39392,201609,1472688000,1000.0
71.475464,201610,1475280000,1000.0
70.0618,201611,1477958400,1000.0
67.94807,201612,1480550400,1000.0
63.862854,201701,1483228800,1000.0
62.6238,201702,1485907200,1000.0
61.28202,201703,1488326400,1000.0
63.940735,201704,1491004800,1000.0
69.116264,201705,1493596800,1000.0
68.344154,201706,1496275200,1000.0
68.276436,201707,1498867200,1000.0
68.791245,201708,1501545600,1000.0
68.06999,201709,1504224000,1000.0
69.691124,201710,1506816000,1000.0
69.75568,201711,1509494400,1000.0
69.0368,201712,1512086400,1000.0
66.607475,201801,1514764800,1000.0
61.926647,201802,1517443200,1000.0
63.599834,201803,1519862400,1000.0
63.09499,201804,1522540800,1000.0
67.49683,201805,1525132800,1000.0
65.06491,201806,1527811200,1000.0
65.73136,201807,1530403200,1000.0
67.5304,201808,1533081600,1000.0
67.006096,201809,1535760000,1000.0
68.41324,201810,1538352000,1000.0
70.24523,201811,1541030400,1000.0
66.94836,201812,1543622400,1000.0
66.980865,201901,1546300800,1000.0
65.16332,201902,1548979200,1000.0
60.109123,201903,1551398400,1000.0
64.82824,201904,1554076800,1000.0
68.52029,201905,1556668800,1000.0
68.12899,201906,1559347200,1000.0
65.47347,201907,1561939200,1000.0
66.23483,201908,1564617600,1000.0
68.64801,201909,1567296000,1000.0
68.45785,201910,1569888000,1000.0
69.41161,201911,1572566400,1000.0
68.63876,201912,1575158400,1000.0
66.045555,202001,1577836800,1000.0
60.79849,202002,1580515200,1000.0
62.021145,202003,1583020800,1000.0
63.26225,202004,1585699200,1000.0
67.75891,202005,1588291200,1000.0
67.55713,202006,1590969600,1000.0
67.57142,202007,1593561600,1000.0
68.44847,202008,1596240000,1000.0
68.385315,202009,1598918400,1000.0
68.07432,202010,1601510400,1000.0
69.62025,202011,1604188800,1000.0
69.56115,202012,1606780800,1000.0
68.23224,202101,1609459200,1000.0
64.55534,202102,1612137600,1000.0
59.765755,202103,1614556800,1000.0
65.0358,202104,1617235200,1000.0
65.746445,202105,1619827200,1000.0
67.503395,202106,1622505600,1000.0
67.400826,202107,1625097600,1000.0
67.01954,202108,1627776000,1000.0
67.04296,202109,1630454400,1000.0
68.779335,202110,1633046400,1000.0
67.553246,202111,1635724800,1000.0
69.3695,202112,1638316800,1000.0
64.46307,202201,1640995200,1000.0
61.417747,202202,1643673600,1000.0
63.053402,202203,1646092800,1000.0
64.492455,202204,1648771200,1000.0
67.51816,202205,1651363200,1000.0
63.454956,202206,1654041600,1000.0
64.59503,202207,1656633600,1000.0
66.31532,202208,1659312000,1000.0
66.56318,202209,1661990400,1000.0
67.77356,202210,1664582400,1000.0
68.81373,202211,1667260800,1000.0
64.80441,202212,1669852800,1000.0
64.959,202301,1672531200,1000.0
62.045395,202302,1675209600,1000.0
63.704163,202303,1677628800,1000.0
58.821938,202304,1680307200,1000.0
62.154278,202305,1682899200,1000.0
64.705185,202306,1685577600,1000.0
65.70641,202307,1688169600,1000.0
64.900734,202308,1690848000,1000.0
66.45815,202309,1693526400,1000.0
71.26159,202310,1696118400,1000.0
70.87384,202311,1698796800,1000.0
71.30966,202312,1701388800,1000.0
68.323235,202401,1704067200,1000.0
59.915985,202402,1706745600,1000.0
65.6208,202403,1709251200,1000.0
63.613968,202404,1711929600,1000.0
65.21351,202405,1714521600,1000.0
70.21221,202406,1717200000,1000.0
